"sampleID","peak_or_trough","CI_start_ID","CI_end_ID","CI_width"
"13436",1,394,749,0.356
"13440",0,0,0,0
"13444",0,0,0,0
"13448",1,417,547,0.131
"13452",1,374,696,0.323
"13456",0,0,0,0
"13460",1,310,690,0.381
"13464",1,366,709,0.344
"13468",1,236,789,0.554
"13472",0,0,0,0
"13476",0,0,0,0
"13480",1,381,587,0.207
"13484",0,0,0,0
"13488",1,315,637,0.323
"13492",1,363,758,0.396
"13496",1,582,729,0.148
"13500",0,0,0,0
"13504",0,0,0,0
"13508",0,0,0,0
"13512",0,0,0,0
"13516",0,0,0,0
"13520",0,0,0,0
"13524",0,0,0,0
"13528",0,0,0,0
"13532",0,0,0,0
"13536",0,0,0,0
"13540",1,420,600,0.181
"13544",0,0,0,0
"13548",0,0,0,0
"13552",0,0,0,0
"13556",1,411,752,0.342
"13560",0,0,0,0
"13564",1,326,552,0.227
"13568",0,0,0,0
"13572",1,353,613,0.261
"13576",0,0,0,0
"13580",0,0,0,0
"13584",1,187,562,0.376
"13588",1,355,612,0.258
"13592",0,0,0,0
"13596",1,480,818,0.339
"13600",0,0,0,0
"13604",0,0,0,0
"13608",1,442,726,0.285
"13612",0,0,0,0
"13616",0,0,0,0
"13620",1,400,689,0.29
"13624",0,0,0,0
"13628",0,0,0,0
"13632",1,412,698,0.287
"13636",1,389,557,0.169
"13640",0,0,0,0
"13644",0,0,0,0
"13648",0,0,0,0
"13652",0,0,0,0
"13656",0,0,0,0
"13660",0,0,0,0
"13664",0,0,0,0
"13668",0,0,0,0
"13672",0,0,0,0
"13676",0,0,0,0
"13680",1,245,618,0.374
"13684",-1,38,134,0.097
"13688",1,351,627,0.277
"13692",1,322,696,0.375
"13696",1,263,619,0.357
"13700",0,0,0,0
"13704",1,353,765,0.413
"13708",0,0,0,0
"13712",-1,70,238,0.169
"13712",1,437,757,0.321
"13716",0,0,0,0
"13720",0,0,0,0
"13724",0,0,0,0
"13728",0,0,0,0
"13732",1,447,639,0.193
"13736",1,188,590,0.403
"13740",1,473,703,0.231
"13744",0,0,0,0
"13748",1,372,576,0.205
"13752",0,0,0,0
"13756",1,475,753,0.279
"13760",1,358,557,0.2
"13764",0,0,0,0
"13768",0,0,0,0
"13772",1,316,566,0.251
"13776",1,326,613,0.288
"13780",0,0,0,0
"13784",0,0,0,0
"13788",1,331,627,0.297
"13792",0,0,0,0
"13796",1,351,603,0.253
"13800",0,0,0,0
"13804",1,389,717,0.329
"13808",1,192,581,0.39
"13812",0,0,0,0
"13816",0,0,0,0
"13820",0,0,0,0
"13824",1,200,631,0.432
"13828",1,331,644,0.314
"13832",1,352,641,0.29
"13832",-1,653,898,0.246
"13836",0,0,0,0
"13840",0,0,0,0
"13844",1,430,732,0.303
"13848",0,0,0,0
"13852",0,0,0,0
"13856",0,0,0,0
"13860",0,0,0,0
"13864",0,0,0,0
"13868",0,0,0,0
"13872",1,361,675,0.315
"13876",1,353,653,0.301
"13880",0,0,0,0
"13884",0,0,0,0
"13888",1,343,603,0.261
"13892",0,0,0,0
"13896",1,319,574,0.256
"13900",1,425,612,0.188
"13904",0,0,0,0
"13908",0,0,0,0
"13912",1,413,577,0.165
"13916",0,0,0,0
"13920",0,0,0,0
"13924",0,0,0,0
"13928",0,0,0,0
"13932",1,443,759,0.317
"13936",0,0,0,0
"13940",1,309,596,0.288
"13944",1,191,789,0.599
"13944",-1,928,973,0.046
"13948",0,0,0,0
"13952",1,440,586,0.147
"13956",0,0,0,0
"13960",0,0,0,0
"13964",0,0,0,0
"13968",0,0,0,0
"13972",0,0,0,0
"13976",1,378,577,0.2
"13980",1,190,627,0.438
"13984",0,0,0,0
"13988",1,383,673,0.291
"13992",0,0,0,0
"13996",0,0,0,0
"14000",0,0,0,0
"14001",1,331,675,0.345
"14005",1,351,725,0.375
"14009",1,365,710,0.346
"14013",1,382,639,0.258
"14017",1,268,741,0.474
"14021",1,328,672,0.345
"14025",1,377,619,0.243
"14029",1,394,686,0.293
"14033",1,359,545,0.187
"14037",1,423,620,0.198
"14041",1,394,718,0.325
"14045",1,332,605,0.274
"14049",1,322,580,0.259
"14053",1,327,759,0.433
"14057",1,329,697,0.369
"14061",1,403,605,0.203
"14065",1,348,654,0.307
"14069",1,302,578,0.277
"14073",1,358,628,0.271
"14077",1,255,593,0.339
"14081",1,435,652,0.218
"14085",1,405,558,0.154
"14089",1,311,720,0.41
"14093",1,399,685,0.287
"14097",1,393,633,0.241
"14101",1,312,633,0.322
"14105",1,297,623,0.327
"14109",1,379,542,0.164
"14113",1,349,632,0.284
"14117",1,325,622,0.298
"14121",1,399,679,0.281
"14125",1,389,629,0.241
"14129",1,476,737,0.262
"14133",1,317,633,0.317
"14137",1,360,603,0.244
"14141",1,406,615,0.21
"14145",1,425,587,0.163
"14149",1,301,658,0.358
"14153",1,429,787,0.359
"14157",1,310,561,0.252
"14161",1,408,708,0.301
"14165",1,421,709,0.289
"14169",1,356,697,0.342
"14173",1,366,694,0.329
"14177",1,310,573,0.264
"14181",1,469,913,0.445
"14185",1,435,584,0.15
"14189",1,376,597,0.222
"14193",1,317,670,0.354
"14197",1,369,663,0.295
"14201",1,396,613,0.218
"14205",1,417,624,0.208
"14209",1,350,643,0.294
"14213",1,462,659,0.198
"14217",1,364,676,0.313
"14221",1,382,531,0.15
"14225",1,316,647,0.332
"14229",1,431,650,0.22
"14233",1,368,629,0.262
"14237",1,322,645,0.324
"14241",1,410,530,0.121
"14245",1,327,589,0.263
"14249",1,353,683,0.331
"14253",1,374,718,0.345
"14257",1,319,643,0.325
"14261",1,418,615,0.198
"14265",1,332,667,0.336
"14269",1,300,654,0.355
"14273",1,336,575,0.24
"14277",1,320,639,0.32
"14281",1,448,588,0.141
"14285",1,419,717,0.299
"14289",1,356,651,0.296
"14293",1,360,643,0.284
"14297",1,414,628,0.215
"14301",1,359,581,0.223
"14305",1,479,709,0.231
"14309",1,449,716,0.268
"14313",1,365,784,0.42
"14317",1,418,664,0.247
"14321",1,340,570,0.231
"14325",1,361,548,0.188
"14329",1,366,599,0.234
"14333",1,341,685,0.345
"14337",1,361,604,0.244
"14341",1,428,631,0.204
"14345",1,367,687,0.321
"14349",1,339,732,0.394
"14353",1,388,579,0.192
"14357",1,442,671,0.23
"14361",1,336,738,0.403
"14365",1,383,598,0.216
"14369",1,435,601,0.167
"14373",1,368,736,0.369
"14377",1,380,805,0.426
"14381",1,225,696,0.472
"14385",1,301,638,0.338
"14389",1,312,677,0.366
"14393",1,282,640,0.359
"14397",1,365,680,0.316
"14401",1,299,570,0.272
"14405",1,389,738,0.35
"14409",1,193,624,0.432
"14413",1,387,573,0.187
"14417",1,253,694,0.442
"14421",1,323,590,0.268
"14425",1,430,579,0.15
"14429",1,330,579,0.25
"14433",1,325,639,0.315
"14437",1,419,630,0.212
"14441",1,246,628,0.383
"14445",1,370,637,0.268
"14449",1,357,628,0.272
"14453",1,209,542,0.334
"14457",1,405,626,0.222
"14461",1,211,542,0.332
"14465",1,308,686,0.379
"14469",1,413,749,0.337
"14473",1,465,637,0.173
"14477",1,314,696,0.383
"14481",1,293,570,0.278
"14485",1,393,639,0.247
"14489",1,408,663,0.256
"14493",1,383,619,0.237
"14497",1,319,631,0.313
"14501",-1,23,48,0.026
"14501",1,429,546,0.118
"14505",1,400,627,0.228
"14509",1,304,793,0.49
"14509",-1,941,975,0.035
"14513",1,427,650,0.224
"14517",1,402,628,0.227
"14521",1,404,578,0.175
"14525",1,394,581,0.188
"14529",1,403,613,0.211
"14533",1,389,571,0.183
"14537",1,346,708,0.363
"14541",1,78,581,0.504
"14545",1,326,573,0.248
"14549",1,325,681,0.357
"14553",1,368,613,0.246
"14557",1,357,631,0.275
"14561",1,416,620,0.205
"14565",1,373,816,0.444
"14569",1,380,694,0.315
"14573",1,299,963,0.665
"14577",1,407,625,0.219
"14581",1,357,670,0.314
"14585",1,353,531,0.179
"14589",1,306,647,0.342
"14593",1,442,624,0.183
"14597",1,333,632,0.3
"14601",1,388,672,0.285
"14605",1,415,664,0.25
"14609",1,394,595,0.202
"14613",1,383,592,0.21
"14617",1,307,582,0.276
"14621",1,333,712,0.38
"14625",1,433,643,0.211
"14629",1,419,895,0.477
"14633",1,404,634,0.231
"14637",1,358,637,0.28
"14641",1,440,620,0.181
"14645",1,370,823,0.454
"14649",1,282,621,0.34
"14653",1,438,598,0.161
"14657",1,399,678,0.28
"14661",1,310,640,0.331
"14665",1,499,565,0.067
"14669",1,328,525,0.198
"14673",1,310,619,0.31
"14677",1,433,690,0.258
"14681",1,345,705,0.361
"14685",1,420,588,0.169
"14689",1,468,735,0.268
"14693",1,284,618,0.335
"14697",1,375,590,0.216
"14701",1,423,639,0.217
"14705",1,430,650,0.221
"14709",1,397,703,0.307
"14713",1,379,567,0.189
"14717",-1,81,138,0.058
"14717",1,629,679,0.051
"14717",-1,832,863,0.032
"14717",1,919,941,0.023
"14721",1,293,621,0.329
"14725",1,359,636,0.278
"14729",1,470,595,0.126
"14733",1,350,661,0.312
"14737",1,311,802,0.492
"14741",1,412,702,0.291
"14745",1,365,678,0.314
"14749",1,313,646,0.334
"14753",1,39,647,0.609
"14757",1,371,701,0.331
"14761",1,388,648,0.261
"14765",1,472,624,0.153
"14769",1,368,590,0.223
"14773",1,410,656,0.247
"14777",1,362,715,0.354
"14781",1,360,603,0.244
"14785",1,371,657,0.287
"14789",1,287,550,0.264
"14793",1,413,695,0.283
"14797",1,295,632,0.338
"14801",1,360,548,0.189
"14805",1,430,649,0.22
"14809",1,449,627,0.179
"14813",1,383,802,0.42
"14817",1,365,556,0.192
"14821",1,371,699,0.329
"14825",1,192,704,0.513
"14829",1,419,638,0.22
"14833",1,320,605,0.286
"14837",1,280,593,0.314
"14841",1,419,636,0.218
"14845",1,404,609,0.206
"14849",1,418,668,0.251
"14853",1,425,581,0.157
"14857",1,356,748,0.393
"14861",1,265,649,0.385
"14865",1,334,629,0.296
"14869",1,408,672,0.265
"14873",1,414,675,0.262
"14877",1,397,574,0.178
"14881",1,303,648,0.346
"14885",1,340,758,0.419
"14889",1,303,569,0.267
"14893",1,331,593,0.263
"14897",1,369,596,0.228
"14901",1,354,594,0.241
"14905",1,278,547,0.27
"14909",1,435,645,0.211
"14913",1,320,582,0.263
"14917",1,348,617,0.27
"14921",1,380,578,0.199
"14925",1,424,687,0.264
"14929",1,415,596,0.182
"14933",1,333,624,0.292
"14937",1,356,646,0.291
"14941",1,375,618,0.244
"14945",1,384,670,0.287
"14949",1,352,551,0.2
"14953",-1,26,71,0.046
"14953",1,197,616,0.42
"14957",1,355,622,0.268
"14961",1,422,684,0.263
"14965",1,310,634,0.325
"14969",1,453,604,0.152
"14973",1,422,613,0.192
"14977",1,385,622,0.238
"14981",1,351,549,0.199
"14985",1,378,628,0.251
"14989",1,334,682,0.349
"14993",1,462,697,0.236
"14997",1,353,591,0.239
"15001",1,362,584,0.223
"15005",1,139,669,0.531
"15009",1,237,570,0.334
"15013",1,299,665,0.367
"15017",1,303,594,0.292
"15021",1,388,665,0.278
"15025",1,415,693,0.279
"15029",1,401,638,0.238
"15033",1,377,609,0.233
"15037",1,433,665,0.233
"15041",1,162,637,0.476
"15045",1,320,579,0.26
"15049",1,371,751,0.381
"15053",1,438,625,0.188
"15057",1,426,615,0.19
"15061",1,313,573,0.261
"15065",1,396,681,0.286
"15069",1,374,654,0.281
"15073",1,401,590,0.19
"15077",1,429,677,0.249
"15081",1,350,558,0.209
"15085",1,418,639,0.222
"15089",1,383,675,0.293
"15093",1,293,577,0.285
"15097",1,455,657,0.203
"15101",1,363,596,0.234
"15105",1,403,629,0.227
"15109",1,311,590,0.28
"15113",1,270,532,0.263
"15117",1,332,623,0.292
"15121",1,363,674,0.312
"15125",1,415,610,0.196
"15129",1,352,676,0.325
"15133",1,422,602,0.181
"15137",1,279,636,0.358
"15141",1,364,626,0.263
"15145",1,304,755,0.452
"15149",1,371,585,0.215
"15153",1,347,622,0.276
"15157",1,318,631,0.314
"15161",1,425,571,0.147
"15165",1,381,661,0.281
"15169",1,472,602,0.131
"15173",1,436,700,0.265
"15173",-1,931,976,0.046
"15177",1,356,570,0.215
"15181",1,278,696,0.419
"15185",1,244,646,0.403
"15189",1,374,604,0.231
"15193",1,338,536,0.199
"15197",1,312,731,0.42
"15201",1,345,697,0.353
"15205",1,425,648,0.224
"15209",1,311,745,0.435
"15213",1,418,661,0.244
"15217",1,80,636,0.557
"15221",1,336,623,0.288
"15225",1,420,588,0.169
"15229",1,430,714,0.285
"15233",1,407,589,0.183
"15237",1,414,641,0.228
"15241",1,418,646,0.229
"15245",1,437,965,0.529
"15249",1,251,636,0.386
"15253",1,38,630,0.593
"15257",1,344,598,0.255
"15261",1,346,791,0.446
"15265",1,354,578,0.225
"15269",1,427,630,0.204
"15273",1,368,580,0.213
"15277",1,342,589,0.248
"15281",1,418,699,0.282
"15285",1,413,669,0.257
"15289",1,341,501,0.161
"15293",1,299,685,0.387
"15297",1,316,587,0.272
"15301",1,386,637,0.252
"15305",1,365,677,0.313
"15309",1,327,592,0.266
"15313",1,363,513,0.151
"15317",1,418,618,0.201
"15321",1,40,691,0.652
"15325",1,381,498,0.118
"15329",1,413,659,0.247
"15333",1,298,614,0.317
"15337",1,391,621,0.231
"15341",1,276,625,0.35
"15345",1,432,608,0.177
"15349",1,410,559,0.15
"15353",1,380,618,0.239
"15357",1,348,640,0.293
"15361",1,388,613,0.226
"15365",1,392,890,0.499
"15369",1,339,594,0.256
"15373",1,310,677,0.368
"15377",1,374,622,0.249
"15381",1,335,630,0.296
"15385",1,333,700,0.368
"15389",1,445,638,0.194
"15393",1,309,647,0.339
"15397",1,353,628,0.276
"15401",1,375,636,0.262
"15405",1,357,565,0.209
"15409",1,367,582,0.216
"15413",1,400,693,0.294
"15417",1,399,518,0.12
"15421",1,360,642,0.283
"15425",1,400,455,0.056
"15425",-1,659,751,0.093
"15425",1,780,875,0.096
"15429",1,313,696,0.384
"15433",1,351,695,0.345
"15437",1,367,633,0.267
"15441",1,428,622,0.195
"15445",1,214,653,0.44
"15449",1,364,560,0.197
"15453",1,239,663,0.425
"15457",1,327,623,0.297
"15461",1,312,601,0.29
"15465",1,286,601,0.316
"15469",1,365,679,0.315
"15473",1,332,530,0.199
"15477",1,414,573,0.16
"15481",1,434,634,0.201
"15485",1,367,671,0.305
"15489",1,358,630,0.273
"15493",1,386,617,0.232
"15497",1,376,614,0.239
"15501",1,396,631,0.236
"15505",1,484,637,0.154
"15509",1,213,703,0.491
"15513",1,432,748,0.317
"15517",1,379,592,0.214
"15521",1,321,478,0.158
"15525",1,406,592,0.187
"15529",1,352,706,0.355
"15533",1,427,598,0.172
"15537",1,356,654,0.299
"15541",1,317,618,0.302
"15545",1,434,634,0.201
"15549",1,421,698,0.278
"15553",1,409,586,0.178
"15557",1,408,548,0.141
"15561",1,421,582,0.162
"15565",1,371,597,0.227
"15569",1,365,583,0.219
"15573",1,345,589,0.245
"15577",1,395,663,0.269
"15581",1,429,632,0.204
"15585",1,79,566,0.488
"15589",1,431,600,0.17
"15589",-1,919,971,0.053
"15593",1,427,695,0.269
"15597",1,323,680,0.358
"15601",1,458,679,0.222
"15605",1,371,584,0.214
"15609",1,394,579,0.186
"15613",1,405,638,0.234
"15617",1,299,667,0.369
"15621",1,266,662,0.397
"15625",1,440,588,0.149
"15629",1,353,612,0.26
"15633",1,366,589,0.224
"15637",1,407,623,0.217
"15641",1,443,633,0.191
"15645",1,347,633,0.287
"15649",1,373,538,0.166
"15653",1,297,641,0.345
"15657",1,410,627,0.218
"15661",1,368,637,0.27
"15665",1,380,621,0.242
"15669",1,326,580,0.255
"15673",1,417,597,0.181
"15677",1,409,571,0.163
"15681",1,329,635,0.307
"15685",1,372,734,0.363
"15689",1,411,649,0.239
"15693",1,445,628,0.184
"15697",1,393,615,0.223
"15701",1,301,675,0.375
"15705",1,311,640,0.33
"15709",1,435,671,0.237
"15713",1,429,620,0.192
"15717",1,436,554,0.119
"15721",1,405,618,0.214
"15725",1,386,637,0.252
"15729",1,310,538,0.229
"15733",1,256,697,0.442
"15737",1,399,625,0.227
"15741",1,352,638,0.287
"15745",1,395,770,0.376
"15749",1,363,617,0.255
"15753",1,310,676,0.367
"15757",1,299,706,0.408
"15761",1,369,596,0.228
"15765",1,358,560,0.203
"15769",1,340,637,0.298
"15773",1,355,629,0.275
"15777",1,310,638,0.329
"15781",1,404,665,0.262
"15785",1,335,589,0.255
"15789",1,260,611,0.352
"15793",1,320,716,0.397
"15797",1,444,678,0.235
"15801",1,377,585,0.209
"15805",1,379,622,0.244
"15809",1,354,582,0.229
"15813",1,313,648,0.336
"15817",1,408,621,0.214
"15821",1,349,635,0.287
"15825",1,352,587,0.236
"15829",1,416,675,0.26
"15833",1,371,649,0.279
"15837",1,412,705,0.294
"15841",1,377,609,0.233
"15845",1,342,706,0.365
"15849",1,251,812,0.562
"15853",1,409,643,0.235
"15857",1,600,685,0.086
"15861",1,492,698,0.207
"15865",1,469,662,0.194
"15869",1,320,746,0.427
"15873",1,283,631,0.349
"15877",1,342,633,0.292
"15881",1,442,690,0.249
"15885",1,266,543,0.278
"15889",1,421,676,0.256
"15893",1,393,618,0.226
"15897",1,356,624,0.269
"15901",1,431,629,0.199
"15905",1,415,628,0.214
"15909",1,400,635,0.236
"15913",1,378,743,0.366
"15917",1,379,743,0.365
"15921",1,320,642,0.323
"15925",1,350,629,0.28
"15929",1,369,605,0.237
"15933",1,390,753,0.364
"15937",1,406,619,0.214
"15941",1,445,703,0.259
"15945",1,309,676,0.368
"15949",1,299,585,0.287
"15953",1,363,638,0.276
"15957",1,304,758,0.455
"15961",1,432,625,0.194
"15965",1,438,594,0.157
"15969",1,375,648,0.274
"15973",1,394,631,0.238
"15977",1,371,635,0.265
"15981",1,418,596,0.179
"15985",1,364,768,0.405
"15989",1,426,672,0.247
"15993",1,468,579,0.112
"15997",1,348,632,0.285
"14002",1,354,661,0.308
"14006",1,349,647,0.299
"14010",0,0,0,0
"14014",1,389,645,0.257
"14018",1,197,624,0.428
"14022",1,269,586,0.318
"14026",1,350,648,0.299
"14030",1,308,625,0.318
"14034",1,300,495,0.196
"14038",1,337,724,0.388
"14042",1,382,608,0.227
"14046",1,313,583,0.271
"14050",1,391,597,0.207
"14054",1,338,619,0.282
"14058",1,383,695,0.313
"14062",1,240,656,0.417
"14066",1,380,758,0.379
"14070",1,372,706,0.335
"14074",1,342,725,0.384
"14078",1,331,700,0.37
"14082",1,425,706,0.282
"14086",1,320,824,0.505
"14090",1,364,787,0.424
"14094",1,245,560,0.316
"14098",1,333,527,0.195
"14102",1,314,581,0.268
"14106",1,425,641,0.217
"14110",1,277,630,0.354
"14114",1,357,614,0.258
"14118",0,0,0,0
"14122",1,362,770,0.409
"14126",1,438,627,0.19
"14130",1,373,772,0.4
"14134",0,0,0,0
"14138",1,258,647,0.39
"14142",0,0,0,0
"14146",1,401,696,0.296
"14150",1,153,628,0.476
"14154",1,276,612,0.337
"14158",1,295,566,0.272
"14162",1,253,690,0.438
"14166",1,449,566,0.118
"14170",1,363,521,0.159
"14174",1,151,706,0.556
"14178",1,431,752,0.322
"14182",1,385,657,0.273
"14186",1,240,680,0.441
"14190",1,231,741,0.511
"14194",1,359,633,0.275
"14198",1,397,643,0.247
"14202",1,343,700,0.358
"14206",1,291,642,0.352
"14210",0,0,0,0
"14214",1,426,559,0.134
"14218",1,365,959,0.595
"14222",1,136,650,0.515
"14226",1,385,622,0.238
"14230",1,397,564,0.168
"14234",1,218,725,0.508
"14238",1,228,705,0.478
"14242",1,222,561,0.34
"14246",1,195,591,0.397
"14250",1,466,636,0.171
"14254",1,380,638,0.259
"14258",1,365,783,0.419
"14262",1,329,561,0.233
"14266",0,0,0,0
"14270",1,38,593,0.556
"14274",1,373,638,0.266
"14278",1,468,644,0.177
"14282",1,366,709,0.344
"14286",1,412,598,0.187
"14290",1,479,690,0.212
"14294",1,384,675,0.292
"14298",1,292,624,0.333
"14302",1,319,617,0.299
"14306",0,0,0,0
"14310",1,418,745,0.328
"14314",1,407,739,0.333
"14318",1,331,618,0.288
"14322",1,195,655,0.461
"14326",1,387,674,0.288
"14330",1,369,688,0.32
"14334",1,302,641,0.34
"14338",1,312,500,0.189
"14342",1,351,579,0.229
"14346",1,331,673,0.343
"14350",1,227,641,0.415
"14354",1,310,680,0.371
"14358",0,0,0,0
"14362",1,141,519,0.379
"14366",1,212,677,0.466
"14370",1,318,560,0.243
"14374",1,257,699,0.443
"14378",1,310,850,0.541
"14382",1,218,614,0.397
"14386",1,369,625,0.257
"14390",1,366,595,0.23
"14394",1,364,629,0.266
"14398",1,317,695,0.379
"14402",1,39,558,0.52
"14406",1,307,724,0.418
"14410",1,362,548,0.187
"14414",1,415,733,0.319
"14418",1,298,701,0.404
"14422",1,394,604,0.211
"14426",1,428,587,0.16
"14430",1,464,665,0.202
"14434",1,306,689,0.384
"14438",1,414,587,0.174
"14442",1,127,560,0.434
"14446",1,392,801,0.41
"14450",1,324,622,0.299
"14454",1,230,629,0.4
"14458",1,262,755,0.494
"14462",1,400,660,0.261
"14466",0,0,0,0
"14470",1,147,573,0.427
"14474",-1,20,54,0.035
"14474",1,279,649,0.371
"14478",1,420,805,0.386
"14482",1,230,577,0.348
"14486",1,362,641,0.28
"14490",1,360,734,0.375
"14494",0,0,0,0
"14498",1,459,621,0.163
"14502",0,0,0,0
"14506",0,0,0,0
"14510",1,454,798,0.345
"14514",1,480,699,0.22
"14518",1,261,546,0.286
"14522",0,0,0,0
"14526",1,441,731,0.291
"14526",-1,933,980,0.048
"14530",1,470,764,0.295
"14534",1,328,647,0.32
"14538",1,203,555,0.353
"14542",1,348,759,0.412
"14546",0,0,0,0
"14550",1,406,691,0.286
"14554",0,0,0,0
"14558",1,369,769,0.401
"14562",1,317,712,0.396
"14566",1,372,651,0.28
"14566",-1,893,974,0.082
"14570",1,252,743,0.492
"14574",1,349,602,0.254
"14578",1,381,744,0.364
"14582",1,336,642,0.307
"14582",-1,943,978,0.036
"14586",1,361,801,0.441
"14590",1,306,759,0.454
"14594",1,416,655,0.24
"14598",1,379,683,0.305
"14602",1,361,629,0.269
"14606",1,345,660,0.316
"14610",-1,29,225,0.197
"14610",1,402,630,0.229
"14614",1,309,656,0.348
"14618",1,353,585,0.233
"14622",1,250,688,0.439
"14626",1,285,759,0.475
"14630",1,258,570,0.313
"14634",1,469,643,0.175
"14634",-1,925,975,0.051
"14638",1,188,660,0.473
"14642",1,265,617,0.353
"14646",1,153,612,0.46
"14650",1,296,566,0.271
"14654",1,247,646,0.4
"14658",1,361,702,0.342
"14662",0,0,0,0
"14666",1,34,119,0.086
"14666",-1,128,232,0.105
"14666",1,399,531,0.133
"14670",0,0,0,0
"14674",1,251,683,0.433
"14678",1,396,820,0.425
"14682",1,291,673,0.383
"14686",0,0,0,0
"14690",0,0,0,0
"14694",1,271,738,0.468
"14698",1,374,813,0.44
"14702",1,342,725,0.384
"14706",1,334,613,0.28
"14710",0,0,0,0
"14714",1,428,593,0.166
"14718",-1,32,68,0.037
"14718",1,258,613,0.356
"14722",1,376,636,0.261
"14726",1,247,687,0.441
"14730",1,234,687,0.454
"14734",1,298,580,0.283
"14738",1,389,758,0.37
"14742",0,0,0,0
"14746",1,373,694,0.322
"14750",1,269,587,0.319
"14754",1,366,564,0.199
"14758",1,385,690,0.306
"14758",-1,827,940,0.114
"14762",1,420,703,0.284
"14766",1,235,766,0.532
"14770",1,373,577,0.205
"14774",1,359,578,0.22
"14778",1,353,969,0.617
"14782",0,0,0,0
"14786",1,291,680,0.39
"14790",1,201,568,0.368
"14794",1,141,660,0.52
"14798",1,296,654,0.359
"14802",1,269,637,0.369
"14806",1,321,749,0.429
"14810",1,35,584,0.55
"14814",1,363,636,0.274
"14818",0,0,0,0
"14822",1,363,676,0.314
"14826",1,133,629,0.497
"14830",0,0,0,0
"14834",0,0,0,0
"14838",1,412,590,0.179
"14842",0,0,0,0
"14846",1,274,642,0.369
"14850",1,309,564,0.256
"14854",1,246,652,0.407
"14858",1,426,703,0.278
"14862",1,424,817,0.394
"14866",1,119,682,0.564
"14870",0,0,0,0
"14874",1,342,682,0.341
"14878",1,314,639,0.326
"14882",1,415,772,0.358
"14886",1,416,616,0.201
"14890",1,161,565,0.405
"14894",1,367,758,0.392
"14898",1,407,867,0.461
"14902",1,301,681,0.381
"14906",1,275,607,0.333
"14910",1,342,684,0.343
"14914",0,0,0,0
"14918",1,371,625,0.255
"14922",1,263,716,0.454
"14926",1,395,616,0.222
"14926",-1,952,972,0.021
"14930",1,295,751,0.457
"14934",0,0,0,0
"14938",1,346,693,0.348
"14942",1,397,802,0.406
"14942",-1,930,971,0.042
"14946",1,376,646,0.271
"14950",1,302,841,0.54
"14954",1,363,615,0.253
"14958",0,0,0,0
"14962",1,412,637,0.226
"14966",1,313,597,0.285
"14970",1,274,715,0.442
"14974",1,319,594,0.276
"14978",1,316,695,0.38
"14982",1,329,559,0.231
"14986",0,0,0,0
"14990",1,370,682,0.313
"14994",1,260,787,0.528
"14998",1,368,724,0.357
"15002",1,305,573,0.269
"15006",1,478,627,0.15
"15010",0,0,0,0
"15014",0,0,0,0
"15018",1,303,725,0.423
"15022",1,441,669,0.229
"15026",1,328,620,0.293
"15030",0,0,0,0
"15034",1,394,645,0.252
"15038",0,0,0,0
"15042",1,381,704,0.324
"15042",-1,855,960,0.106
"15046",1,287,640,0.354
"15050",1,175,677,0.503
"15054",0,0,0,0
"15058",1,316,688,0.373
"15062",-1,134,205,0.072
"15062",1,363,468,0.106
"15066",0,0,0,0
"15070",1,32,595,0.564
"15074",1,359,631,0.273
"15078",1,421,673,0.253
"15082",1,337,644,0.308
"15086",1,326,603,0.278
"15090",1,358,673,0.316
"15094",1,282,696,0.415
"15098",1,340,737,0.398
"15102",1,363,730,0.368
"15106",1,431,738,0.308
"15110",1,170,635,0.466
"15114",1,317,702,0.386
"15118",1,309,676,0.368
"15122",1,296,494,0.199
"15126",1,353,649,0.297
"15130",0,0,0,0
"15134",1,326,622,0.297
"15138",0,0,0,0
"15142",0,0,0,0
"15146",1,406,689,0.284
"15150",1,327,832,0.506
"15154",1,222,586,0.365
"15158",1,363,623,0.261
"15162",1,337,702,0.366
"15166",1,359,791,0.433
"15170",0,0,0,0
"15174",1,294,583,0.29
"15178",0,0,0,0
"15182",0,0,0,0
"15186",1,328,657,0.33
"15190",1,189,611,0.423
"15194",1,328,591,0.264
"15198",1,315,702,0.388
"15202",1,339,702,0.364
"15206",1,137,571,0.435
"15210",1,372,560,0.189
"15214",1,314,745,0.432
"15218",1,299,623,0.325
"15222",1,285,584,0.3
"15226",1,306,629,0.324
"15230",0,0,0,0
"15234",1,348,575,0.228
"15238",1,361,674,0.314
"15242",1,388,666,0.279
"15246",1,367,640,0.274
"15250",1,401,588,0.188
"15254",0,0,0,0
"15258",1,382,670,0.289
"15262",1,322,625,0.304
"15266",-1,29,98,0.07
"15266",1,246,578,0.333
"15270",0,0,0,0
"15274",1,225,581,0.357
"15278",1,280,579,0.3
"15282",1,324,588,0.265
"15286",1,269,634,0.366
"15290",1,419,696,0.278
"15294",1,363,645,0.283
"15298",0,0,0,0
"15302",1,412,635,0.224
"15306",1,504,747,0.244
"15310",1,421,762,0.342
"15314",1,442,668,0.227
"15318",1,303,615,0.313
"15322",1,325,566,0.242
"15322",-1,628,751,0.124
"15322",1,762,855,0.094
"15326",0,0,0,0
"15330",1,333,655,0.323
"15334",1,398,730,0.333
"15338",1,428,667,0.24
"15342",1,385,693,0.309
"15346",1,295,624,0.33
"15350",1,261,748,0.488
"15354",1,313,621,0.309
"15358",1,476,746,0.271
"15362",1,291,649,0.359
"15366",1,321,633,0.313
